"扁霖老ID","矫焙备内靛","矫焙备疙","醚积劝牢备荐","郴惫牢积劝牢备荐","厘扁眉幅寇惫牢牢备荐","窜扁眉幅寇惫牢牢备荐","老弥措牢备荐","老弥家牢备荐","林埃牢备荐(09~18)","具埃牢备荐(19~08)","老弥措捞悼牢备荐","辑匡寇蜡涝牢备荐","悼老磊摹备青沥悼埃捞悼牢备荐","磊摹备埃捞悼牢备荐"
"20190323","11290","己合备","459866.97690","441206.70560","16640.61020","2019.66110","483508.39950","432421.32840","441619.58400","472900.82900","169832.51370","26917.39130","81484.33370","61430.78870"
"20190322","11290","己合备","457373.09400","438524.31920","16798.04570","2050.72920","491005.48840","429641.47890","434010.20730","474060.87030","201544.39090","33421.49320","84933.84380","83189.05390"
"20190321","11290","己合备","465753.44920","446337.51920","17212.54830","2203.38170","491252.99300","440867.54290","445337.14380","480336.52450","209303.27900","36845.34630","85936.18670","86521.74600"
"20190320","11290","己合备","467048.38710","447392.03140","17497.69230","2158.66340","491581.27300","445689.13580","448003.65230","480651.76920","210412.72330","38047.19650","85949.69610","86415.83070"
"20190319","11290","己合备","463898.01170","444470.83080","17460.31140","1966.86950","491012.00800","437652.11840","441903.79120","479608.16920","210130.84700","37088.44750","86256.88350","86785.51600"
"20190318","11290","己合备","464586.12130","444793.32890","17266.49770","2526.29470","492190.64000","437333.78910","441363.24100","481173.89300","207367.03080","36072.37580","86877.29120","84417.36380"
"20190317","11290","己合备","466113.79490","446599.23300","16606.14460","2908.41720","489591.06460","436224.72020","448937.30820","478382.71390","171392.69740","26504.81290","85468.25980","59419.62470"
"20190316","11290","己合备","463181.74920","443526.93320","16624.87040","3029.94560","488946.45470","433148.03250","444045.88700","476850.22210","175232.82840","28335.47370","83005.86540","63891.48930"
"20190315","11290","己合备","462538.19730","442642.40990","17125.85750","2769.92980","492760.58870","434700.87470","439364.19360","479091.05700","202537.06010","33645.17980","86107.86270","82784.01760"
"20190314","11290","己合备","466886.54970","446578.23340","17399.22540","2909.09090","493743.70140","442613.67450","445881.47440","481890.17490","209851.49110","36535.13320","86240.70920","87075.64870"
"20190313","11290","己合备","470362.90960","449310.45130","17581.79400","3470.66420","496561.78000","446993.04770","450460.20320","484579.12840","213425.32430","38132.46710","87022.32620","88270.53100"
"20190312","11290","己合备","469965.92110","449045.13470","17586.06930","3334.71710","493610.04250","446012.15470","450057.14060","484186.47860","211431.41920","37591.86060","87189.98590","86649.57270"
"20190311","11290","己合备","467786.44000","447322.80750","17164.99540","3298.63710","493526.01460","443846.59470","446669.99380","482869.61580","211023.62030","36659.36900","87627.11380","86737.13750"
"20190310","11290","己合备","468972.99140","449107.00910","16595.81060","3270.17160","491185.65320","441224.70810","453277.42810","480184.10800","170170.52070","26381.56450","85868.74800","57920.20820"
"20190309","11290","己合备","458867.95650","439537.65150","16191.96780","3138.33720","486993.58970","424225.76710","437342.91120","474242.98890","172592.55780","26188.56490","83879.96780","62524.02510"
"20190308","11290","己合备","459298.88870","439467.47760","16576.08850","3255.32250","492650.16290","429770.68550","435021.22970","476640.07360","200668.21930","32679.21900","86354.79530","81634.20500"
"20190307","11290","己合备","468154.76930","447630.85970","17186.00860","3337.90090","494736.74340","442013.39720","447187.04920","483131.71210","212706.34770","37700.63460","87516.03930","87489.67380"
"20190306","11290","己合备","469235.78760","448637.73130","17192.26860","3405.78770","493601.66480","447594.40980","450101.60360","482903.06200","211774.55900","37500.83410","87408.51900","86865.20590"
"20190305","11290","己合备","468557.19880","447879.03510","17104.08160","3574.08200","492995.88100","444481.74990","448568.39280","482834.91740","210447.06400","36816.22030","87578.21640","86052.62730"
"20190304","11290","己合备","470634.95810","450058.50110","16719.94550","3856.51160","494852.64290","448607.32380","451557.20450","484261.92500","210536.11150","36870.07030","89000.31880","84665.72240"
"20190303","11290","己合备","468807.60900","448697.95700","16396.03140","3713.62060","491661.27420","443512.23200","454866.88880","478765.26630","172794.98060","27492.55390","87160.73270","58141.69400"
"20190302","11290","己合备","450402.86500","431779.30870","15143.63120","3479.92510","473724.56610","420306.36600","431399.58340","463976.63760","169222.40740","26066.21070","84324.25600","58831.94070"
"20190301","11290","己合备","447074.92170","428995.51020","14630.83070","3448.58080","473829.00030","410801.43590","425129.64150","462750.12190","162214.07390","23404.18500","82002.22940","56807.65950"
"20190228","11290","己合备","442873.13050","425152.44240","14108.73080","3611.95720","478204.70000","408422.05560","415311.74500","462559.83440","201811.13310","28464.16930","93002.78330","80344.18050"
"20190227","11290","己合备","441113.91410","424254.26760","13704.17820","3155.46840","476597.47030","404599.47620","411935.94140","461955.32320","201366.99580","26935.96800","95093.90650","79337.12130"
"20190226","11290","己合备","432744.68260","416293.93390","13368.45740","3082.29130","470532.79810","397969.77170","406650.05410","451383.70290","202871.46970","27354.91810","96226.24050","79290.31110"
"20190225","11290","己合备","417190.36940","399738.46740","14175.76570","3276.13630","448237.15000","387375.11840","394929.85560","433090.73640","198802.21860","32166.48870","88366.47700","78269.25290"
"20190224","11290","己合备","422007.62670","406032.65120","12872.57180","3102.40360","437267.49620","395611.67890","407065.59590","432680.50580","171205.89960","26401.30460","86407.32200","58397.27300"
"20190223","11290","己合备","413332.27770","398396.00840","12045.45180","2890.81760","436591.06860","381304.63240","394230.89310","426976.12390","174019.95090","27036.84080","84759.01180","62224.09830"
"20190222","11290","己合备","414274.11820","397874.06770","13636.63170","2763.41880","444487.29000","386264.64880","391848.92040","430292.11660","190567.54930","27138.65760","86488.58880","76940.30290"
"20190221","11290","己合备","417608.71930","402397.84890","12438.34330","2772.52710","449187.05370","388024.79700","392416.73760","435602.99200","193644.01580","27593.59750","89500.46800","76549.95030"
"20190220","11290","己合备","418662.10660","403980.20640","12157.46910","2524.43110","447320.29510","387826.79960","395412.87240","435268.70240","195933.93530","28172.48260","90605.34930","77156.10340"
"20190219","11290","己合备","430551.27940","416260.45300","12102.48390","2188.34250","463428.39630","401039.13150","410665.98420","444755.06170","190192.08760","23008.05990","91648.21390","75535.81380"
"20190218","11290","己合备","437940.06890","423189.10650","12287.45820","2463.50420","474446.98110","401489.59720","409203.33650","458466.30640","197664.68090","25275.26730","93051.94810","79337.46550"
"20190217","11290","己合备","455185.44240","440328.16090","12218.82430","2638.45710","471938.34900","428138.80580","440318.88830","465804.40960","186208.55690","27001.31040","95293.78070","63913.46580"
"20190216","11290","己合备","446717.72910","432398.68340","11878.58600","2440.45970","471061.61620","414713.74860","427371.69520","460536.32470","185724.72200","26265.32670","92470.02370","66989.37160"
"20190215","11290","己合备","437720.31250","423729.84760","11614.52160","2375.94330","471793.11820","403535.22930","410465.48020","457188.04990","197250.70070","24375.67530","95329.77270","77545.25270"
"20190214","11290","己合备","438202.63190","424279.14950","11559.13990","2364.34250","472617.17660","403503.88510","409679.04270","458576.62420","203467.47010","25154.06010","97130.94010","81182.46990"
"20190213","11290","己合备","439854.40020","425809.74570","11632.32190","2412.33270","474167.62800","403324.88670","411000.56980","460464.27920","202495.34120","24238.95320","97575.47610","80680.91190"
"20190212","11290","己合备","439806.04930","426115.08160","11464.04540","2226.92230","473324.22580","404091.32210","411136.59170","460284.23340","204312.15760","24319.27700","98090.31550","81902.56510"
"20190211","11290","己合备","443383.08930","428494.23730","12767.92930","2120.92260","477869.61930","408535.00430","415145.79810","463552.58290","205744.51400","25201.14420","98531.19410","82012.17570"
"20190210","11290","己合备","460683.07060","445155.15420","13494.46520","2033.45130","475396.29940","438791.17890","448811.18550","469162.98860","185709.25470","24384.41330","96302.13030","65022.71110"
"20190209","11290","己合备","448687.23510","435407.67510","11002.39250","2277.16750","469794.41670","421064.99360","430885.90150","461402.47350","183360.15770","23151.92580","94731.74170","65476.49020"
"20190208","11290","己合备","440257.94850","427034.58110","11011.77730","2211.59010","474731.88180","406870.36100","412853.41170","459832.61760","198966.51930","23128.00580","95472.47170","80366.04180"
"20190207","11290","己合备","440214.47990","427035.02040","10967.61150","2211.84800","470944.18750","405261.49010","413174.79260","459528.54230","199205.33670","23104.26570","97210.15720","78890.91380"
"20190206","11290","己合备","435927.74220","422843.88930","10844.50390","2239.34890","465689.67900","413484.91820","423276.26310","444964.51290","176798.79330","28468.85900","91443.04070","56886.89360"
"20190205","11290","己合备","424094.29210","409198.68290","12845.67430","2049.93490","432926.24010","408679.25260","417485.15500","428815.10440","205110.72700","55409.11400","79932.43230","69769.18070"
"20190204","11290","己合备","419911.67950","406061.93200","11946.43250","1903.31500","432558.70930","403909.32830","409611.78100","427268.74990","179588.81170","43014.65120","75044.43980","61529.72070"
"20190203","11290","己合备","430624.00320","417778.45180","11025.62860","1819.92280","450606.95010","407471.35500","418721.64850","439125.68510","164035.99300","25449.84730","82756.89310","55829.25260"
"20190202","11290","己合备","440362.01320","427466.31280","10818.87900","2076.82140","466777.21350","412305.45070","422467.13320","453144.07030","174574.14460","22141.21780","89905.98520","62526.94160"
"20190201","11290","己合备","440003.68540","426864.20920","11041.32770","2098.14860","474910.59060","405395.24870","413009.06210","459285.55930","197372.50730","21459.63830","96877.01410","79035.85490"
"20190131","11290","己合备","442056.53240","428562.22780","11423.49980","2070.80490","477942.56860","406325.18530","412943.03770","462851.88580","200072.78020","24382.55110","95397.29670","80292.93240"
"20190130","11290","己合备","441475.65770","427953.47820","11627.77160","1894.40790","478374.86960","404669.99380","411299.74620","463029.88020","201771.60700","24484.34310","96016.84240","81270.42150"
"20190129","11290","己合备","442668.87900","428954.73400","11657.52170","2056.62330","479078.21230","405229.31800","412609.60510","464139.78890","200788.43980","25044.59860","94788.45160","80955.38960"
"20190128","11290","己合备","444853.27890","430903.01660","11778.40580","2171.85660","481602.45180","406232.61240","414425.97770","466587.06550","201047.09670","24165.42260","96015.47600","80866.19810"
"20190127","11290","己合备","461364.64290","447012.06370","11966.02090","2386.55830","478511.24790","435316.23290","446487.31810","471991.30350","185601.11290","26311.49730","92395.37350","66894.24210"
"20190126","11290","己合备","456727.24710","441977.64060","12063.40480","2686.20170","475561.24840","435068.72680","441903.72130","467315.47980","172382.18740","25204.58420","84059.46150","63118.14170"
"20190125","11290","己合备","441435.10350","427288.86900","11952.28660","2193.94790","478085.33890","405010.41670","412584.55680","462042.63690","198150.29830","24379.01090","92380.51210","81390.77530"
